,IDs,Primary Emotion,Emotion Class,N_words,V_words,V_lemma,syl,word_long,word_long_pr,ASW,ACW,lemma_long,lemma_long_pr,TTR_word,TTR_lemma,YuleK_word,YuleI_word,YuleK_lemma,YuleI_lemma
612,0107673911_00__00-channel-0-number-202_725620,Н,3,14,14,14,24,0,0.0,1.7142857142857142,3.7142857142857144,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
613,0107673911_00__00-channel-0-number-203_729320,Н,3,11,9,8,22,2,0.2222222222222222,2.4444444444444446,5.444444444444445,2,0.2222222222222222,0.8181818181818182,0.7272727272727273,0.0,0.0,468.75,21.333333333333332
614,0107673911_00__00-channel-0-number-205_739990,Н,3,9,8,8,20,3,0.375,2.5,6.0,3,0.375,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0
615,0107673971_00__00-channel-0-number-003_14990,Н,3,11,9,9,24,2,0.18181818181818182,2.1818181818181817,4.818181818181818,1,0.09090909090909091,0.8181818181818182,0.8181818181818182,740.7407407407408,13.5,740.7407407407408,13.5
616,0107674191_00__00-channel-0-number-037_164210,Н,3,12,12,11,33,5,0.4166666666666667,2.75,5.583333333333333,3,0.25,1.0,0.9166666666666666,0.0,0.0,247.93388429752065,40.333333333333336
617,0107674351_00__00-channel-0-number-018_55320,Н,3,17,15,15,34,2,0.125,2.125,5.25,2,0.125,0.8823529411764706,0.8823529411764706,133.33333333333334,75.0,133.33333333333334,75.0
618,0107674421_01__00-channel-0-number-071_218480,Н,3,12,10,9,19,0,0.0,1.5833333333333333,3.6666666666666665,0,0.0,0.8333333333333334,0.75,600.0,16.666666666666668,1358.0246913580247,7.363636363636363
619,0107674421_01__00-channel-0-number-121_372770,Н,3,13,9,9,19,0,0.0,1.5833333333333333,3.4166666666666665,0,0.0,0.6923076923076923,0.6923076923076923,1358.0246913580247,7.363636363636363,1358.0246913580247,7.363636363636363
620,0107674701_01__00-channel-0-number-049_164640,Н,3,7,7,7,16,1,0.14285714285714285,2.2857142857142856,5.142857142857143,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
621,0107674961_01__00-channel-0-number-064_200940,Н,3,6,6,6,11,0,0.0,1.8333333333333333,4.666666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
622,0107674961_01__00-channel-0-number-065_203980,Н,3,4,4,4,7,0,0.0,1.75,3.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
623,0107674961_01__00-channel-0-number-080_254030,Н,3,8,8,8,17,1,0.125,2.125,4.875,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
624,0107674961_01__00-channel-0-number-106_358960,Н,3,7,7,7,11,0,0.0,1.5714285714285714,3.4285714285714284,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
625,0107675651_00__00-channel-0-number-008_29640,Н,3,6,5,5,9,0,0.0,1.8,4.4,0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
626,0107675651_00__00-channel-0-number-011_40700,Н,3,4,4,4,6,0,0.0,1.5,2.75,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
627,0107675651_00__00-channel-0-number-012_44410,Н,3,4,4,4,7,0,0.0,1.75,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
628,0107675651_00__00-channel-0-number-018_63640,Н,3,7,7,7,23,3,0.42857142857142855,3.2857142857142856,7.0,2,0.2857142857142857,1.0,1.0,0.0,0.0,0.0,0.0
629,0107675711_00__00-channel-0-number-022_76450,Н,3,6,6,6,15,1,0.16666666666666666,2.5,5.333333333333333,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
630,0107675711_00__00-channel-0-number-023_80660,Н,3,14,14,13,29,1,0.07142857142857142,2.0714285714285716,4.642857142857143,0,0.0,1.0,0.9285714285714286,0.0,0.0,177.51479289940826,56.333333333333336
631,0107675711_00__00-channel-0-number-075_270700,Н,3,7,7,7,14,0,0.0,2.0,5.285714285714286,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
632,0107675821_00__00-channel-0-number-012_37250,Н,3,4,4,4,8,0,0.0,2.0,4.75,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
633,0107676801_00__00-channel-0-number-002_9980,Н,3,8,7,7,17,1,0.14285714285714285,2.4285714285714284,5.0,1,0.14285714285714285,0.875,0.875,0.0,0.0,0.0,0.0
634,0107676801_00__00-channel-0-number-007_22320,Н,3,7,7,7,16,0,0.0,2.2857142857142856,5.571428571428571,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
635,0107676941_00__00-channel-0-number-001_5560,Н,3,10,10,10,26,1,0.1,2.6,6.3,1,0.1,1.0,1.0,0.0,0.0,0.0,0.0
636,0107678581_00__00-channel-0-number-023_78080,Н,3,10,10,10,17,0,0.0,1.7,4.4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
637,0107678751_00__00-channel-0-number-001_3080,Н,3,9,8,8,21,1,0.125,2.625,6.125,1,0.125,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0
638,0107678751_00__00-channel-0-number-004_10050,Н,3,7,7,7,12,0,0.0,1.7142857142857142,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
639,0107678751_00__00-channel-0-number-006_15490,Н,3,8,8,8,20,2,0.25,2.5,5.625,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
640,0107678751_00__00-channel-0-number-007_19790,Н,3,9,9,9,17,0,0.0,1.8888888888888888,4.222222222222222,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
641,0107678751_00__00-channel-0-number-011_33300,Н,3,5,5,5,11,1,0.2,2.2,5.6,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
642,0107678901_00__00-channel-0-number-003_16230,Н,3,8,8,8,12,0,0.0,1.5,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
643,0107678901_00__00-channel-0-number-004_19340,Н,3,6,6,6,15,1,0.16666666666666666,2.5,6.0,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
644,0107678901_00__00-channel-0-number-005_22220,Н,3,7,7,7,18,2,0.2857142857142857,2.5714285714285716,5.571428571428571,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
645,0107678901_00__00-channel-0-number-006_26990,Н,3,5,4,4,8,0,0.0,1.6,3.6,0,0.0,0.8,0.8,1875.0,5.333333333333333,1875.0,5.333333333333333
646,0107678901_00__00-channel-0-number-007_29900,Н,3,8,8,8,15,0,0.0,1.875,4.625,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
647,0107678901_00__00-channel-0-number-008_33150,Н,3,11,11,11,24,1,0.09090909090909091,2.1818181818181817,4.454545454545454,1,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0
648,0107678901_00__00-channel-0-number-009_37630,Н,3,9,8,8,20,1,0.1111111111111111,2.2222222222222223,5.111111111111111,1,0.1111111111111111,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
649,0107678901_00__00-channel-0-number-011_44430,Н,3,5,4,4,12,0,0.0,2.4,5.6,0,0.0,0.8,0.8,1875.0,5.333333333333333,1875.0,5.333333333333333
650,0107679351_00__00-channel-0-number-002_3940,Н,3,10,10,10,24,2,0.2,2.4,5.9,1,0.1,1.0,1.0,0.0,0.0,0.0,0.0
651,0107679351_00__00-channel-0-number-003_9810,Н,3,15,10,9,27,3,0.2,1.8,4.4,1,0.06666666666666667,0.6666666666666666,0.6,1500.0,6.666666666666667,2469.135802469136,4.05
652,0107679351_00__00-channel-0-number-006_17950,Н,3,10,8,7,16,0,0.0,1.6,3.6,0,0.0,0.8,0.7,1250.0,8.0,3061.2244897959185,3.2666666666666666
653,0107679351_00__00-channel-0-number-007_21800,Н,3,15,14,14,31,2,0.13333333333333333,2.066666666666667,4.733333333333333,0,0.0,0.9333333333333333,0.9333333333333333,153.06122448979593,65.33333333333333,153.06122448979593,65.33333333333333
654,0107679351_00__00-channel-0-number-012_43800,Н,3,9,7,7,17,0,0.0,1.8888888888888888,4.111111111111111,0,0.0,0.7777777777777778,0.7777777777777778,1224.4897959183675,8.166666666666666,1224.4897959183675,8.166666666666666
655,0107679351_00__00-channel-0-number-016_73030,Н,3,9,9,9,28,3,0.3333333333333333,3.111111111111111,6.777777777777778,2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0
656,0107679351_00__00-channel-0-number-017_78210,Н,3,4,4,4,4,0,0.0,1.0,2.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
657,0107679351_00__00-channel-0-number-021_88370,Н,3,11,7,7,17,0,0.0,1.5454545454545454,3.4545454545454546,0,0.0,0.6363636363636364,0.6363636363636364,2448.979591836735,4.083333333333333,2448.979591836735,4.083333333333333
658,0107679351_00__00-channel-0-number-022_90870,Н,3,11,8,8,18,1,0.1111111111111111,2.0,5.111111111111111,1,0.1111111111111111,0.7272727272727273,0.7272727272727273,468.75,21.333333333333332,468.75,21.333333333333332
659,0107680111_00__00-channel-0-number-006_21150,Н,3,6,6,6,16,2,0.3333333333333333,2.6666666666666665,5.333333333333333,2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0
660,0107680111_00__00-channel-0-number-007_24500,Н,3,6,6,6,17,2,0.3333333333333333,2.8333333333333335,5.166666666666667,2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0
661,0107680111_00__00-channel-0-number-008_28140,Н,3,4,4,4,7,0,0.0,1.75,4.75,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
662,0107680111_00__00-channel-0-number-011_38290,Н,3,5,4,4,10,0,0.0,2.0,4.4,0,0.0,0.8,0.8,1875.0,5.333333333333333,1875.0,5.333333333333333
663,0107680111_00__00-channel-0-number-012_41890,Н,3,7,7,7,15,2,0.2857142857142857,2.142857142857143,5.428571428571429,2,0.2857142857142857,1.0,1.0,0.0,0.0,0.0,0.0
664,0107680111_00__00-channel-0-number-015_54350,Н,3,10,9,8,22,0,0.0,2.2,5.2,0,0.0,0.9,0.8,370.3703703703704,27.0,937.5,10.666666666666666
665,0107680111_00__00-channel-0-number-020_70510,Н,3,9,9,8,19,2,0.2222222222222222,2.111111111111111,5.0,2,0.2222222222222222,1.0,0.8888888888888888,0.0,0.0,468.75,21.333333333333332
666,0107680111_00__00-channel-0-number-028_103300,Н,3,6,6,6,12,2,0.3333333333333333,2.0,4.666666666666667,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
667,0107680111_00__00-channel-0-number-035_127330,Н,3,9,9,8,16,1,0.1111111111111111,1.7777777777777777,4.0,0,0.0,1.0,0.8888888888888888,0.0,0.0,468.75,21.333333333333332
668,0107680111_00__00-channel-0-number-037_134760,Н,3,12,12,12,26,0,0.0,2.1666666666666665,5.333333333333333,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
669,0107680311_00__00-channel-0-number-003_16139,Н,3,15,14,14,30,1,0.06666666666666667,2.0,4.4,0,0.0,0.9333333333333333,0.9333333333333333,153.06122448979593,65.33333333333333,153.06122448979593,65.33333333333333
670,0107680311_00__00-channel-0-number-004_21000,Н,3,8,8,8,16,2,0.25,2.0,4.75,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
671,0107680311_00__00-channel-0-number-005_25130,Н,3,10,10,10,18,0,0.0,1.8,4.7,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
672,0107680571_00__00-channel-0-number-016_60260,Н,3,5,5,5,11,1,0.2,2.2,5.2,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
673,0107680571_00__00-channel-0-number-018_68260,Н,3,9,8,8,20,2,0.2222222222222222,2.2222222222222223,5.444444444444445,1,0.1111111111111111,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
674,0107680571_00__00-channel-0-number-021_82260,Н,3,11,10,10,18,0,0.0,1.6363636363636365,3.727272727272727,0,0.0,0.9090909090909091,0.9090909090909091,300.0,33.333333333333336,300.0,33.333333333333336
675,0107680651_01__00-channel-0-number-019_75020,Н,3,11,10,10,21,2,0.18181818181818182,1.9090909090909092,4.090909090909091,1,0.09090909090909091,0.9090909090909091,0.9090909090909091,300.0,33.333333333333336,300.0,33.333333333333336
676,0107680911_00__00-channel-0-number-018_57830,Н,3,7,7,7,14,2,0.2857142857142857,2.0,4.571428571428571,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
677,0107681311_00__00-channel-0-number-023_84730,Н,3,7,6,6,15,1,0.14285714285714285,2.142857142857143,5.142857142857143,1,0.14285714285714285,0.8571428571428571,0.8571428571428571,833.3333333333334,12.0,833.3333333333334,12.0
678,0107681311_00__00-channel-0-number-024_87600,Н,3,10,9,8,21,2,0.2,2.1,4.6,2,0.2,0.9,0.8,370.3703703703704,27.0,937.5,10.666666666666666
679,0107681581_00__00-channel-0-number-013_34390,Н,3,6,6,6,12,1,0.16666666666666666,2.0,4.333333333333333,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
680,0107682121_00__00-channel-0-number-003_13430,Н,3,17,16,16,39,3,0.17647058823529413,2.2941176470588234,5.0,2,0.11764705882352941,0.9411764705882353,0.9411764705882353,117.1875,85.33333333333333,117.1875,85.33333333333333
681,0107682121_00__00-channel-0-number-005_27070,Н,3,19,15,13,32,0,0.0,1.7777777777777777,4.444444444444445,0,0.0,0.7894736842105263,0.6842105263157895,400.0,25.0,1242.603550295858,8.047619047619047
682,0107682121_00__00-channel-0-number-013_59720,Н,3,14,14,14,21,0,0.0,1.5,3.9285714285714284,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
683,0107682121_00__00-channel-0-number-015_65790,Н,3,10,9,9,27,3,0.3,2.7,6.8,3,0.3,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
684,0107682121_00__00-channel-0-number-025_97760,Н,3,11,10,10,24,1,0.09090909090909091,2.1818181818181817,5.2727272727272725,0,0.0,0.9090909090909091,0.9090909090909091,300.0,33.333333333333336,300.0,33.333333333333336
685,0107682121_00__00-channel-0-number-026_103070,Н,3,13,11,10,19,1,0.07692307692307693,1.4615384615384615,3.6923076923076925,1,0.07692307692307693,0.8461538461538461,0.7692307692307693,495.8677685950413,20.166666666666668,900.0,11.11111111111111
686,0107682121_00__00-channel-0-number-028_108110,Н,3,5,5,5,11,1,0.2,2.2,5.0,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
687,0107682121_00__00-channel-0-number-059_226370,Н,3,8,8,7,19,3,0.375,2.375,5.125,1,0.125,1.0,0.875,0.0,0.0,612.2448979591837,16.333333333333332
688,0107682121_00__00-channel-0-number-060_230040,Н,3,10,9,9,21,2,0.2222222222222222,2.3333333333333335,5.222222222222222,0,0.0,0.9,0.9,0.0,0.0,0.0,0.0
689,0107682121_00__00-channel-0-number-061_232950,Н,3,6,4,4,12,2,0.3333333333333333,2.0,5.333333333333333,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,3750.0,2.6666666666666665,3750.0,2.6666666666666665
690,0107682321_00__00-channel-0-number-008_24990,Н,3,6,6,6,12,0,0.0,2.0,4.5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
691,0107682321_00__00-channel-0-number-009_27930,Н,3,15,13,12,32,1,0.06666666666666667,2.1333333333333333,4.533333333333333,0,0.0,0.8666666666666667,0.8,355.0295857988165,28.166666666666668,763.8888888888888,13.090909090909092
692,0107682321_00__00-channel-0-number-014_45590,Н,3,7,5,5,20,2,0.2857142857142857,2.857142857142857,6.0,1,0.14285714285714285,0.7142857142857143,0.7142857142857143,2400.0,4.166666666666667,2400.0,4.166666666666667
693,0107682321_00__00-channel-0-number-027_89120,Н,3,12,12,12,27,2,0.16666666666666666,2.25,4.583333333333333,1,0.08333333333333333,1.0,1.0,0.0,0.0,0.0,0.0
694,0107682321_00__00-channel-0-number-028_95980,Н,3,5,5,5,10,1,0.2,2.0,4.8,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
695,0107682321_00__00-channel-0-number-041_138200,Н,3,7,7,7,10,0,0.0,1.4285714285714286,3.142857142857143,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
696,0107682321_00__00-channel-0-number-042_141160,Н,3,9,9,8,17,1,0.1111111111111111,1.8888888888888888,4.222222222222222,0,0.0,1.0,0.8888888888888888,0.0,0.0,468.75,21.333333333333332
697,0107682321_00__00-channel-0-number-046_156880,Н,3,8,8,8,16,1,0.125,2.0,4.75,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
698,0107682321_00__00-channel-0-number-068_214580,Н,3,12,10,9,20,1,0.09090909090909091,1.8181818181818181,4.2727272727272725,1,0.09090909090909091,0.8333333333333334,0.75,300.0,33.333333333333336,987.6543209876543,10.125
699,0107682321_00__00-channel-0-number-069_218460,Н,3,10,8,8,22,2,0.2,2.2,5.1,2,0.2,0.8,0.8,937.5,10.666666666666666,937.5,10.666666666666666
700,0107682321_00__00-channel-0-number-075_240220,Н,3,5,5,5,8,0,0.0,1.6,3.8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
701,0107682321_00__00-channel-0-number-076_242620,Н,3,6,6,6,10,1,0.16666666666666666,1.6666666666666667,3.6666666666666665,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
702,0107682321_00__00-channel-0-number-081_258700,Н,3,11,11,11,19,0,0.0,1.7272727272727273,3.8181818181818183,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
703,0107682321_00__00-channel-0-number-140_450460,Н,3,13,11,11,25,1,0.07692307692307693,1.9230769230769231,4.076923076923077,1,0.07692307692307693,0.8461538461538461,0.8461538461538461,495.8677685950413,20.166666666666668,495.8677685950413,20.166666666666668
704,0107682321_00__00-channel-0-number-141_455150,Н,3,12,9,9,16,0,0.0,1.3333333333333333,2.9166666666666665,0,0.0,0.75,0.75,1358.0246913580247,7.363636363636363,1358.0246913580247,7.363636363636363
705,0107682321_00__00-channel-0-number-142_458130,Н,3,7,6,6,13,1,0.14285714285714285,1.8571428571428572,4.428571428571429,1,0.14285714285714285,0.8571428571428571,0.8571428571428571,833.3333333333334,12.0,833.3333333333334,12.0
706,0107682321_00__00-channel-0-number-143_461100,Н,3,9,7,7,16,1,0.1111111111111111,1.7777777777777777,4.0,0,0.0,0.7777777777777778,0.7777777777777778,1224.4897959183675,8.166666666666666,1224.4897959183675,8.166666666666666
707,0107682321_00__00-channel-0-number-150_481600,Н,3,9,8,8,14,0,0.0,1.5555555555555556,3.888888888888889,0,0.0,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
708,0107682321_00__00-channel-0-number-160_520640,Н,3,13,9,9,21,0,0.0,1.6153846153846154,3.4615384615384617,0,0.0,0.6923076923076923,0.6923076923076923,1481.4814814814815,6.75,1481.4814814814815,6.75
709,0107682321_00__00-channel-0-number-161_524900,Н,3,5,5,5,11,1,0.2,2.2,5.4,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
710,0107682321_00__00-channel-0-number-162_528210,Н,3,17,14,11,22,0,0.0,1.2941176470588236,2.8823529411764706,0,0.0,0.8235294117647058,0.6470588235294118,765.3061224489796,13.066666666666666,1983.4710743801652,5.041666666666667
711,0107682321_00__00-channel-0-number-163_531750,Н,3,4,4,4,8,0,0.0,2.0,5.5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
712,0107682321_00__00-channel-0-number-164_534090,Н,3,9,8,8,15,1,0.1111111111111111,1.6666666666666667,3.888888888888889,1,0.1111111111111111,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
713,0107682321_00__00-channel-0-number-183_593320,Н,3,9,9,9,16,1,0.1111111111111111,1.7777777777777777,3.6666666666666665,1,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
714,0107682321_00__00-channel-0-number-184_596550,Н,3,6,6,6,17,2,0.3333333333333333,2.8333333333333335,5.5,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
715,0107682321_00__00-channel-0-number-185_599830,Н,3,6,6,6,12,0,0.0,2.0,4.333333333333333,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
716,0107682321_00__00-channel-0-number-191_619690,Н,3,14,11,11,21,0,0.0,1.6153846153846154,3.923076923076923,0,0.0,0.7857142857142857,0.7857142857142857,495.8677685950413,20.166666666666668,495.8677685950413,20.166666666666668
717,0107682321_00__00-channel-0-number-192_624830,Н,3,11,10,10,29,4,0.36363636363636365,2.6363636363636362,5.2727272727272725,4,0.36363636363636365,0.9090909090909091,0.9090909090909091,300.0,33.333333333333336,300.0,33.333333333333336
718,0107682321_00__00-channel-0-number-202_657690,Н,3,7,7,7,16,1,0.14285714285714285,2.2857142857142856,4.714285714285714,1,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0
719,0107682321_00__00-channel-0-number-203_660800,Н,3,13,9,9,23,1,0.07692307692307693,1.7692307692307692,3.6923076923076925,1,0.07692307692307693,0.6923076923076923,0.6923076923076923,1728.3950617283951,5.785714285714286,1728.3950617283951,5.785714285714286
720,0107682321_00__00-channel-0-number-204_665720,Н,3,12,11,11,23,3,0.2727272727272727,2.090909090909091,4.2727272727272725,0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0
721,0107682321_00__00-channel-0-number-205_669940,Н,3,5,4,4,9,0,0.0,2.25,6.0,0,0.0,0.8,0.8,0.0,0.0,0.0,0.0
722,0107682321_00__00-channel-0-number-206_672380,Н,3,6,5,5,11,1,0.2,2.2,4.8,1,0.2,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
723,0107682321_00__00-channel-0-number-208_677720,Н,3,12,9,7,20,0,0.0,2.0,4.8,0,0.0,0.75,0.5833333333333334,370.3703703703704,27.0,3061.2244897959185,3.2666666666666666
724,0107682321_00__00-channel-0-number-209_682160,Н,3,5,5,5,9,0,0.0,1.8,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
725,0107682321_00__00-channel-0-number-210_687940,Н,3,11,10,10,19,0,0.0,1.7272727272727273,3.4545454545454546,0,0.0,0.9090909090909091,0.9090909090909091,300.0,33.333333333333336,300.0,33.333333333333336
726,0107682321_00__00-channel-0-number-211_694640,Н,3,15,11,11,22,0,0.0,1.4666666666666666,3.8666666666666667,0,0.0,0.7333333333333333,0.7333333333333333,991.7355371900826,10.083333333333334,991.7355371900826,10.083333333333334
727,0107682321_00__00-channel-0-number-212_699320,Н,3,4,3,3,8,0,0.0,2.0,4.75,0,0.0,0.75,0.75,3333.3333333333335,3.0,3333.3333333333335,3.0
728,0107682321_00__00-channel-0-number-213_701140,Н,3,8,5,5,19,2,0.25,2.375,6.875,2,0.25,0.625,0.625,4400.0,2.272727272727273,4400.0,2.272727272727273
729,0107682321_00__00-channel-0-number-214_704500,Н,3,15,13,12,28,2,0.13333333333333333,1.8666666666666667,4.2,2,0.13333333333333333,0.8666666666666667,0.8,355.0295857988165,28.166666666666668,763.8888888888888,13.090909090909092
730,0107682321_00__00-channel-0-number-221_728370,Н,3,9,9,9,16,1,0.1111111111111111,1.7777777777777777,4.111111111111111,1,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
731,0107682321_00__00-channel-0-number-234_777610,Н,3,6,6,6,10,0,0.0,1.6666666666666667,3.1666666666666665,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
732,0107682321_00__00-channel-0-number-244_808400,Н,3,10,9,9,17,1,0.1111111111111111,1.8888888888888888,4.222222222222222,0,0.0,0.9,0.9,0.0,0.0,0.0,0.0
733,0107682321_00__00-channel-0-number-252_840690,Н,3,8,8,8,22,1,0.125,2.75,6.25,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
734,0107682321_00__00-channel-0-number-253_845120,Н,3,6,5,5,12,1,0.2,2.4,6.2,1,0.2,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
735,0107682321_00__00-channel-0-number-254_847320,Н,3,6,6,6,18,2,0.3333333333333333,3.0,5.833333333333333,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
736,0107682321_00__00-channel-0-number-263_879600,Н,3,5,5,5,16,3,0.6,3.2,7.2,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
737,0107682321_00__00-channel-0-number-264_883010,Н,3,4,4,4,6,0,0.0,1.5,4.5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
738,0107682321_00__00-channel-0-number-267_893210,Н,3,11,10,10,24,2,0.2,2.4,5.3,1,0.1,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0
739,0107682321_00__00-channel-0-number-268_900850,Н,3,19,19,18,31,1,0.05263157894736842,1.631578947368421,4.052631578947368,0,0.0,1.0,0.9473684210526315,0.0,0.0,92.5925925925926,108.0
740,0107682331_00__00-channel-0-number-006_23880,Н,3,11,11,11,20,0,0.0,1.8181818181818181,4.2727272727272725,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
741,0107682331_00__00-channel-0-number-014_54430,Н,3,9,7,7,20,2,0.2222222222222222,2.2222222222222223,4.444444444444445,0,0.0,0.7777777777777778,0.7777777777777778,1224.4897959183675,8.166666666666666,1224.4897959183675,8.166666666666666
742,0107682331_00__00-channel-0-number-023_82580,Н,3,6,6,6,14,0,0.0,2.3333333333333335,5.666666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
743,0107682331_00__00-channel-0-number-024_87530,Н,3,9,8,8,14,0,0.0,1.5555555555555556,3.5555555555555554,0,0.0,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
744,0107682361_00__00-channel-0-number-014_56820,Н,3,14,14,14,29,1,0.07142857142857142,2.0714285714285716,4.428571428571429,1,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.0
745,0107682421_00__00-channel-0-number-001_5880,Н,3,6,6,6,18,2,0.3333333333333333,3.0,8.0,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
746,0107682421_00__00-channel-0-number-002_8500,Н,3,10,8,8,20,2,0.2222222222222222,2.2222222222222223,4.888888888888889,0,0.0,0.8,0.8,468.75,21.333333333333332,468.75,21.333333333333332
747,0107682421_00__00-channel-0-number-003_11780,Н,3,7,6,6,20,3,0.42857142857142855,2.857142857142857,6.857142857142857,3,0.42857142857142855,0.8571428571428571,0.8571428571428571,833.3333333333334,12.0,833.3333333333334,12.0
748,0107682541_01__00-channel-0-number-005_18840,Н,3,8,7,7,14,1,0.14285714285714285,2.0,5.142857142857143,0,0.0,0.875,0.875,0.0,0.0,0.0,0.0
749,0107682971_00__00-channel-0-number-003_10930,Н,3,14,11,11,25,0,0.0,1.9230769230769231,5.230769230769231,0,0.0,0.7857142857142857,0.7857142857142857,495.8677685950413,20.166666666666668,495.8677685950413,20.166666666666668
750,0107682971_00__00-channel-0-number-005_18940,Н,3,7,7,7,21,3,0.42857142857142855,3.0,6.0,3,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0
751,0107682971_00__00-channel-0-number-020_62170,Н,3,9,9,8,15,1,0.1111111111111111,1.6666666666666667,3.5555555555555554,0,0.0,1.0,0.8888888888888888,0.0,0.0,468.75,21.333333333333332
752,0107683031_01__00-channel-0-number-026_125320,Н,3,14,14,14,20,1,0.07142857142857142,1.4285714285714286,3.7857142857142856,1,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.0
753,0107683031_01__00-channel-0-number-034_157170,Н,3,9,8,8,12,0,0.0,1.3333333333333333,3.4444444444444446,0,0.0,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
754,0107683031_01__00-channel-0-number-037_170430,Н,3,5,5,5,11,0,0.0,2.2,5.2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
